,genero,edad,ubicacion,ubicacion_otra,opinion,actividades,actividades_open,circulacion,circulacion_open,id_encuestado,fecha,ubicacion_tot
989,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"Soy jubilada y muy activa,pero me cuido y cuido a mi  familia",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Por el momento es riesgozo!!!Mejor que no circule el virus!,,"7/2/2020, 7:50:19 PM",Provincia de Buenos Aires
990,Mujer,Entre 56 y 65 años,Otra provincia,Tierra del Fuego,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",tengo un salon de eventos y no sabemos cuando lo habilitaran ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,estoy mas de 100 dias encerrada y no me gustaria que vengan gente de provincias con muchos caso y encima muchos irresponsables que no cumplen el aislamiento cuando regresan,,"7/2/2020, 8:40:33 PM",Tierra del Fuego
991,Mujer,Más de 66 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 9:53:04 PM",Ciudad Autónoma de Buenos Aires
992,Mujer,Más de 66 años,Otra provincia,Tucumán,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"soy jubilada, pero me entretengo con la computadora, donde veo encuestas (como en este caso) que me interesan, aunque no las conteste de acuerdo a vuestro criterio, pero es lo que pienso.  gracias. Ademas hago otras tareas, ej.: compras en super, medicos, estudios, etc.",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"no es conveniente, dado que siempre  ""entra"" alguien escondido ya sea en auto, camion, omnibus y eso sirve para expandir el virus si es que lo trae, ahora lei que quieren cerrar la frontera de Tucuman, me parece muy bien. espero que la gente se concientice del peligro que corre, no es una simple gripe, es mas letal.gracias.",,"7/2/2020, 10:07:08 PM",Tucumán
993,Mujer,Entre 56 y 65 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/2/2020, 10:53:49 PM",Santa Fe
994,Mujer,Más de 66 años,Otra provincia,Santa Fe,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Soy jubilada pero salgo con cuidado a hacer trámites y compras esenciales,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"Es problemático con BS.As. y conurbano, n/infectados provienen actual/ de allí",,"7/2/2020, 10:57:08 PM",Santa Fe
995,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Docente de nivel secundario y universitario,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Entre provincias libre del virus,,"7/2/2020, 11:23:01 PM",Provincia de Buenos Aires
996,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Que todos los habitantes del AMBA no puedan trasladarse a ningún lado, ni siquiera al interior de la provincia de Buenos Aires. Hay que aislar las zonas de contagio y no permitir la movilidad. Quiero mucho control en las rutas",,"7/2/2020, 11:57:14 PM",Provincia de Buenos Aires
997,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 12:14:11 AM",Provincia de Buenos Aires
998,Mujer,Entre 56 y 65 años,Otra provincia,Chubut,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Con responsabilidad,,"7/3/2020, 12:17:00 AM",Chubut
999,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,Jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Debe ser muy controlada ,,"7/3/2020, 1:04:48 AM",Provincia de Buenos Aires
1000,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 1:15:33 AM",Provincia de Buenos Aires
1001,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,"Soy jubilada y siempre hice vida normal,vivo en una zona donde hay temperatura a bajo cero todos los días,me levanto a las8hs. y me acuesto tipo 00hs. No me he resfriado..ah  no uso barbijo.",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"Lo normal es la libre circulación, cads uno sabe si quiere  o tiene que ingresar a  una zona mas complicada... de cualquier forma el porcentaje de enfermos en relación a la población es bajo. Se miente mucho ,se mete miedo,y hay un gran negocio en el medio. A nadie se le ocurre aconsejar el uso de vitaminas ,minerales ,comidas sanas y naturales para reforzar las defensas... te prohíben lo que hace bien,(yo nunca obedeci)... sol, aire libre ,ejercicio...amontonar gente en la casa y ponerle un trapo en la boca,es quita de libertad, no cuidado...aca de esconden otros mezquinos intereses...",,"7/3/2020, 9:56:03 AM",Córdoba
1002,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"7/3/2020, 10:24:00 AM",Provincia de Buenos Aires
1003,Mujer,Más de 66 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Desarrollo proyecto alimentos con empresa del exterior pais.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,No tengo opinion precisa.,,"7/3/2020, 10:38:04 AM",Provincia de Buenos Aires
1004,Mujer,Entre 26 y 35 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 4:50:27 PM",Mendoza
1005,Mujer,Entre 18 y 25 años,Otra provincia,Córdoba,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 4:54:20 PM",Córdoba
1006,Mujer,Entre 56 y 65 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",Emp. Administrativa ,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"No estoy de acuerdo. Si lo hubiesen respetado desde el principio,  estaria todo menos complicado.  ",,"6/28/2020, 5:56:47 PM",Ciudad Autónoma de Buenos Aires
1007,Mujer,Entre 18 y 25 años,Otra provincia,Jujuy,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo","No tengo los recursos necesarios para realizar las clases online, o sea que perdi el año. Y no puedo trabajar por cuarentena y soy persona de riesgo",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"Que los hdp de los porteñitos ni se les ocurra salir de bs as para refugiarse en provincias donde el bicho no haya llegado o sean leves sus contagios, y que empiezan a cuidarse esos bldos",,"6/28/2020, 6:24:49 PM",Jujuy
1008,Mujer,Entre 18 y 25 años,Otra provincia,Jujuy,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Es complicado realizar la carrera en modo virtual,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Se podria propagar el virus mas rapido,,"6/28/2020, 7:40:09 PM",Jujuy
1009,Mujer,Entre 56 y 65 años,Otra provincia,Río Negro,La cuarentena ya no es tan necesaria,No trabajo ni estudio,ama de casa,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"no todas estan mal ademas aprendimos a cuidarnos,",,"6/28/2020, 8:15:07 PM",Río Negro
1010,Mujer,Más de 66 años,Otra provincia,Tucumán,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 9:35:24 PM",Tucumán
1011,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 10:05:43 PM",Provincia de Buenos Aires
1012,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Pienso que solo los esenciales porque mientras mas circulacion haya mas contagio va  a haber ,,"6/28/2020, 11:04:32 PM",Provincia de Buenos Aires
1013,Mujer,Entre 46 y 55 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/28/2020, 11:22:34 PM",Provincia de Buenos Aires
1014,Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 12:03:21 AM",Provincia de Buenos Aires
1015,Mujer,Entre 56 y 65 años,Otra provincia,San Juan,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 12:11:43 AM",San Juan
1016,Mujer,Entre 56 y 65 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo","esta todo cerrado ,  no hay colegio nada de nada , no se puede hacer nada ,,, tal vez estudiaria por internet ..",Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"no, mejor cerrar la circulacion entre provincias y las fronteras tambien!! es muy necesario sino no terminamos mas la cuarentena , hay que cerrar todo y entender que es muy necesario, la gente no cumple y por culpa de esa gente, nos vemos perjudicados unos pocos, así no terminamos mas ¡horrible!!",,"6/29/2020, 12:15:22 AM",Provincia de Buenos Aires
1017,Mujer,Entre 26 y 35 años,Otra provincia,Corrientes,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Perdí mi trabajo de domestica,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Dentro de cada provincia esta bien,,"6/29/2020, 12:41:44 AM",Corrientes
1018,Mujer,Entre 36 y 45 años,Otra provincia,Mendoza,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,No estoy de acuerdo que todavía se puede circular entre provincias porque todavía el virus está circulando demasiado tantos cuidados que al final si se empieza a andar por todas las provincias no va a tener sentido tanto sacrificio,,"6/29/2020, 1:19:28 AM",Mendoza
1019,Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 3:12:34 AM",Provincia de Buenos Aires
1020,Mujer,Menor de 18 años,Otra provincia,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:49:03 AM",Otra provincia
1021,Mujer,Más de 66 años,Otra provincia,Santa Fe,La cuarentena ya no es nada necesaria,No trabajo ni estudio,Es todo verso yo pregunto como puede ser que el virus tenga dia y horario para atacar!!!!! Que se pongan de acuerdo para mentir y nos dejen vivir tranquilos,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,En los controles sean mas concisos y no hagan pavadas,,"6/29/2020, 11:49:51 AM",Santa Fe
1022,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:50:39 AM",Provincia de Buenos Aires
1023,Mujer,Entre 18 y 25 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 12:06:55 PM",Ciudad Autónoma de Buenos Aires
1024,Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Poder empezar a trabajar.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Que puedan circular las provincias que ya están en fase 5,,"6/29/2020, 3:32:29 PM",Provincia de Buenos Aires
1025,Mujer,Entre 26 y 35 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 4:34:12 PM",Ciudad Autónoma de Buenos Aires
1026,Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Estudio,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Me parece bien. Mientras las personas toman una verdadera responsabilidad ,,"6/29/2020, 8:09:58 PM",Provincia de Buenos Aires
1027,Mujer,Entre 26 y 35 años,Otra provincia,Córdoba,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",Estudio.. pero desde que se inició la cuarentena el municipio de donde vivo dejo de darnos becas. Y eso es muy malo porque aún sin ir a la Universidad necesitamos comprar material y pagar para poner crédito al celular ya q muchos dependemos de eso. A la intendente le importa un comino lo que nos pasa.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,Que se hagan controles muy estrictos,,"6/29/2020, 8:16:32 PM",Córdoba
1028,Mujer,Entre 18 y 25 años,Ciudad Autónoma de Buenos Aires,,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",Soy estudiante y la verdad que apesar q si cuento con la computadora la señal de Internet es muy mala y me cuesta mucho estar al dia con las tareas lo cual hace que mi dia a dia mi ansiedad aumente ,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:27:04 PM",Ciudad Autónoma de Buenos Aires
1029,Mujer,Entre 26 y 35 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 8:34:24 PM",Provincia de Buenos Aires
1030,Prefiero no contestar,Más de 66 años,Provincia de Buenos Aires,,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,,,,"6/29/2020, 8:41:06 PM",Provincia de Buenos Aires
1031,Mujer,Menor de 18 años,Otra provincia,Río Negro,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 9:45:01 PM",Río Negro
1032,Mujer,Entre 18 y 25 años,Otra provincia,Chaco,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,Caminar,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,Pesima,,"6/29/2020, 10:53:37 PM",Chaco
1033,Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:02:43 PM",Provincia de Buenos Aires
1034,Mujer,Entre 18 y 25 años,Provincia de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:04:11 PM",Provincia de Buenos Aires
1035,Mujer,Entre 56 y 65 años,Otra provincia,Córdoba,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",Dueña de un bar,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,Aumenta la circulación del virus,,"6/29/2020, 11:23:25 PM",Córdoba
1036,Mujer,Menor de 18 años,Ciudad Autónoma de Buenos Aires,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:48:38 PM",Ciudad Autónoma de Buenos Aires
1037,Mujer,Menor de 18 años,Otra provincia,,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,"6/29/2020, 11:50:27 PM",Otra provincia
